diff_size,files_changed,hour_of_day,day_of_week,recent_failure_rate,test_pass_rate,is_hotfix,deployer_exp,days_since_deploy,build_time_delta,label,label_source,sample_weight
104,1,22,4,0.215,0.959,0,16,0.3,0.104,1,synthetic,1.0
291,3,9,3,0.278,0.85,0,67,1.8,-0.514,0,synthetic,1.0
161,14,13,4,0.178,0.91,0,120,0.8,-0.138,0,synthetic,1.0
26,4,11,3,0.292,0.827,0,20,1.2,-0.269,0,synthetic,1.0
10,1,17,3,0.12,0.859,1,2,4.8,0.202,1,synthetic,1.0
154,1,14,4,0.299,0.729,0,10,12.8,0.115,1,synthetic,1.0
4,7,15,4,0.194,0.968,0,4,0.9,-0.22,0,synthetic,1.0
132,2,14,6,0.345,0.618,0,16,2.5,0.046,1,synthetic,1.0
422,10,1,2,0.173,0.974,1,41,19.1,0.203,1,synthetic,1.0
128,6,0,3,0.398,0.687,0,29,10.7,0.091,1,synthetic,1.0
73,9,19,0,0.6,0.543,0,11,1.7,-0.9,1,synthetic,1.0
154,1,16,1,0.31,0.755,0,58,1.5,0.693,1,synthetic,1.0
91,7,1,0,0.328,0.929,0,5,1.1,0.161,1,synthetic,1.0
118,1,15,1,0.142,0.88,0,10,0.7,0.337,0,synthetic,1.0
425,16,23,3,0.262,0.935,0,45,2.5,-0.217,1,synthetic,1.0
73,6,9,0,0.192,0.856,0,8,1.7,-0.28,0,synthetic,1.0
487,2,14,2,0.363,0.805,0,45,5.5,-0.159,0,synthetic,1.0
353,1,5,2,0.253,0.765,0,150,1.1,0.6,1,synthetic,1.0
32,1,1,4,0.56,0.934,0,71,5.3,-0.095,1,synthetic,1.0
10,7,17,0,0.546,0.726,0,6,1.4,-0.019,1,synthetic,1.0
15,1,17,2,0.311,0.898,0,29,3.6,0.557,1,synthetic,1.0
2,5,13,5,0.023,0.88,0,21,4.1,-0.108,0,synthetic,1.0
14,1,22,4,0.323,0.846,0,191,4.5,0.005,0,synthetic,1.0
172,6,13,0,0.247,0.71,0,133,0.8,-0.398,1,synthetic,1.0
11,10,18,2,0.174,0.768,0,5,1.3,0.584,0,synthetic,1.0
57,9,16,2,0.477,0.781,0,95,1.1,-0.228,0,synthetic,1.0
279,8,9,1,0.073,0.543,0,8,3.4,-0.052,0,synthetic,1.0
3,1,20,4,0.27,0.903,0,15,0.3,-0.9,0,synthetic,1.0
252,1,10,0,0.251,0.577,0,17,2.9,-0.051,1,synthetic,1.0
49,7,11,4,0.058,0.704,0,13,0.4,-0.023,0,synthetic,1.0
18,2,11,3,0.332,0.954,0,76,1.6,-0.125,0,synthetic,1.0
178,3,11,1,0.24,0.697,1,16,4.6,-0.522,1,synthetic,1.0
148,1,10,1,0.379,0.926,0,67,2.1,0.164,0,synthetic,1.0
314,1,9,6,0.071,0.961,0,207,1.3,-0.57,0,synthetic,1.0
199,1,17,2,0.323,0.439,0,73,3.8,-0.497,1,synthetic,1.0
244,12,21,0,0.407,0.861,1,16,5.4,-0.078,1,synthetic,1.0
49,1,21,4,0.432,0.924,0,49,1.2,0.363,0,synthetic,1.0
29,4,17,0,0.054,0.929,1,30,1.4,-0.014,0,synthetic,1.0
208,1,22,0,0.14,0.611,0,61,4.1,0.089,0,synthetic,1.0
246,6,23,1,0.19,0.865,0,6,13.4,-0.201,0,synthetic,1.0
698,2,3,0,0.409,0.9,0,40,1.0,-0.202,1,synthetic,1.0
79,13,14,0,0.296,0.579,0,59,4.2,0.264,1,synthetic,1.0
69,13,12,2,0.206,0.491,0,57,9.5,0.37,1,synthetic,1.0
224,2,1,4,0.579,0.977,0,132,2.5,0.333,1,synthetic,1.0
62,13,17,5,0.091,0.651,0,2,1.5,0.185,0,synthetic,1.0
400,33,11,3,0.201,0.631,1,16,4.4,0.098,1,synthetic,1.0
293,10,14,2,0.357,0.588,0,25,0.1,-0.43,1,synthetic,1.0
84,11,17,2,0.335,0.765,0,14,1.8,-0.17,1,synthetic,1.0
208,1,9,4,0.358,0.804,0,14,1.2,-0.214,1,synthetic,1.0
210,5,21,4,0.233,0.724,0,7,1.0,0.021,1,synthetic,1.0
16,1,11,4,0.306,0.543,0,67,0.8,0.234,1,synthetic,1.0
349,1,5,5,0.059,0.719,0,95,5.3,-0.101,0,synthetic,1.0
105,40,8,6,0.157,0.881,0,3,12.4,-0.748,0,synthetic,1.0
262,2,21,1,0.18,0.778,0,6,1.9,0.379,0,synthetic,1.0
57,8,11,0,0.316,0.809,0,10,0.2,-0.269,0,synthetic,1.0
338,9,9,4,0.121,0.897,0,28,5.1,-0.253,1,synthetic,1.0
73,11,17,4,0.376,0.795,0,62,3.1,0.193,1,synthetic,1.0
1,36,5,0,0.215,0.775,0,2,5.1,-0.155,1,synthetic,1.0
353,1,23,0,0.337,0.786,0,40,4.2,0.007,1,synthetic,1.0
14,1,15,4,0.155,0.777,0,6,9.4,0.1,0,synthetic,1.0
57,3,1,2,0.238,0.879,0,142,0.6,0.045,0,synthetic,1.0
449,1,4,3,0.23,0.604,1,91,0.7,-0.075,1,synthetic,1.0
451,1,16,4,0.216,0.68,0,119,1.7,0.037,1,synthetic,1.0
127,2,11,0,0.546,0.905,0,4,2.7,0.697,0,synthetic,1.0
149,9,11,4,0.354,0.65,0,26,10.4,0.389,1,synthetic,1.0
89,5,17,0,0.265,0.603,0,7,9.5,0.288,1,synthetic,1.0
52,2,13,0,0.271,0.886,1,36,8.2,0.144,1,synthetic,1.0
59,6,23,3,0.209,0.793,0,10,1.0,0.507,1,synthetic,1.0
167,1,15,5,0.383,0.944,0,58,5.2,0.29,1,synthetic,1.0
209,1,20,6,0.107,0.818,0,41,1.9,0.418,0,synthetic,1.0
235,8,17,3,0.518,0.888,0,33,10.7,0.429,1,synthetic,1.0
233,5,11,0,0.166,0.81,0,69,1.0,0.231,0,synthetic,1.0
14,8,13,1,0.145,0.617,0,27,0.6,0.187,0,synthetic,1.0
102,1,9,4,0.446,0.942,0,12,7.4,-0.07,0,synthetic,1.0
8,10,11,4,0.064,0.779,0,38,5.0,0.608,0,synthetic,1.0
119,5,20,3,0.581,0.863,0,125,6.9,0.009,0,synthetic,1.0
87,4,10,4,0.207,0.818,0,36,0.7,-0.31,0,synthetic,1.0
327,5,9,1,0.467,0.919,0,39,8.6,0.134,0,synthetic,1.0
64,11,9,0,0.356,0.853,1,109,4.5,-0.035,0,synthetic,1.0
18,5,16,4,0.289,0.928,0,28,4.2,-0.282,1,synthetic,1.0
23,5,12,1,0.503,0.83,1,224,3.5,-0.264,0,synthetic,1.0
215,28,15,2,0.204,0.853,0,6,5.8,0.031,0,synthetic,1.0
144,8,17,4,0.403,0.579,0,30,2.1,0.05,1,synthetic,1.0
15,3,17,5,0.332,0.601,0,9,0.6,-0.408,1,synthetic,1.0
13,7,10,1,0.267,0.79,0,24,3.1,-0.103,0,synthetic,1.0
181,2,7,0,0.197,0.609,0,7,5.5,0.301,0,synthetic,1.0
11,1,16,4,0.039,0.899,0,10,0.7,-0.765,0,synthetic,1.0
258,5,12,2,0.246,0.789,0,9,1.0,-0.073,1,synthetic,1.0
183,15,16,0,0.412,0.952,0,15,4.8,0.009,1,synthetic,1.0
12,15,12,0,0.23,0.822,0,5,1.3,0.198,0,synthetic,1.0
13,2,16,2,0.306,0.866,0,66,0.7,-0.063,0,synthetic,1.0
647,4,14,0,0.122,0.655,1,9,8.8,-0.116,1,synthetic,1.0
70,1,10,5,0.049,0.859,0,21,0.7,0.183,0,synthetic,1.0
69,32,22,3,0.212,0.819,0,1,1.7,-0.015,0,synthetic,1.0
251,23,10,3,0.408,0.783,0,4,2.2,0.53,1,synthetic,1.0
441,6,6,3,0.289,0.684,0,90,2.6,0.186,1,synthetic,1.0
640,9,11,4,0.143,0.78,0,72,1.8,0.244,1,synthetic,1.0
209,7,15,3,0.069,0.933,0,73,9.7,0.023,0,synthetic,1.0
70,5,19,0,0.478,0.823,0,21,4.3,0.564,0,synthetic,1.0
13,1,15,5,0.259,0.551,0,6,1.8,-0.168,1,synthetic,1.0
225,3,0,1,0.292,0.869,0,4,1.8,-0.345,1,synthetic,1.0
122,6,11,6,0.386,0.834,0,37,2.8,-0.028,0,synthetic,1.0
82,6,13,1,0.018,0.723,0,70,0.1,-0.079,0,synthetic,1.0
355,2,15,4,0.195,0.836,0,92,10.4,-0.041,1,synthetic,1.0
17,17,5,2,0.11,0.836,0,13,1.0,0.593,0,synthetic,1.0
101,1,13,2,0.108,0.937,0,15,4.8,-0.237,0,synthetic,1.0
1,4,17,4,0.198,0.719,0,4,6.0,-0.018,1,synthetic,1.0
94,7,11,5,0.257,0.863,0,59,7.0,-0.49,1,synthetic,1.0
8,7,9,6,0.397,0.84,0,12,0.7,0.568,0,synthetic,1.0
18,6,19,6,0.408,0.659,0,26,3.1,-0.697,1,synthetic,1.0
18,1,12,3,0.151,0.909,0,105,0.3,0.043,0,synthetic,1.0
157,1,14,4,0.328,0.844,0,55,6.5,-0.402,1,synthetic,1.0
205,6,9,4,0.194,0.539,0,2,2.7,-0.418,1,synthetic,1.0
131,5,11,0,0.419,0.618,1,1,0.7,-0.265,1,synthetic,1.0
491,1,13,2,0.396,0.814,0,61,5.1,-0.331,1,synthetic,1.0
70,7,8,0,0.111,0.862,0,32,1.6,0.081,0,synthetic,1.0
50,3,15,1,0.292,0.859,0,50,0.5,-0.383,0,synthetic,1.0
304,6,17,4,0.114,0.926,0,6,2.5,0.312,1,synthetic,1.0
37,10,6,3,0.275,0.801,0,82,1.1,0.4,0,synthetic,1.0
495,1,22,3,0.778,0.728,0,59,12.0,0.496,1,synthetic,1.0
1,1,16,0,0.166,0.912,1,88,1.8,-0.459,1,synthetic,1.0
525,9,12,5,0.277,0.947,0,16,3.4,-0.235,1,synthetic,1.0
6,5,15,2,0.273,0.845,1,12,11.9,-0.144,0,synthetic,1.0
332,7,13,3,0.193,0.898,0,6,2.0,-0.169,0,synthetic,1.0
112,10,17,4,0.379,0.893,0,106,1.8,0.241,0,synthetic,1.0
743,9,15,4,0.709,0.931,1,7,0.7,0.095,1,synthetic,1.0
11,19,16,2,0.218,0.954,0,5,11.1,-0.278,1,synthetic,1.0
121,4,16,0,0.193,0.771,0,8,6.5,-0.085,0,synthetic,1.0
522,4,12,0,0.529,0.744,0,59,1.0,-0.01,1,synthetic,1.0
111,3,11,6,0.26,0.898,0,88,1.6,-0.051,0,synthetic,1.0
148,1,14,2,0.305,0.809,0,66,9.9,-0.221,0,synthetic,1.0
178,5,23,1,0.097,0.826,0,33,3.1,-0.333,0,synthetic,1.0
90,1,11,3,0.188,0.587,0,203,3.3,0.225,0,synthetic,1.0
148,15,9,5,0.066,0.907,0,2,4.2,-0.355,0,synthetic,1.0
131,5,15,4,0.188,0.588,0,80,5.7,0.212,1,synthetic,1.0
347,5,13,3,0.179,0.939,0,22,11.2,0.071,0,synthetic,1.0
6,2,14,5,0.274,0.913,0,24,6.5,-0.257,0,synthetic,1.0
49,1,16,0,0.433,0.744,0,5,10.9,0.153,1,synthetic,1.0
450,1,17,2,0.344,0.779,0,1,6.9,-0.215,1,synthetic,1.0
331,3,9,1,0.054,0.964,0,15,0.2,0.17,0,synthetic,1.0
91,1,16,3,0.139,0.843,0,7,0.5,-0.236,0,synthetic,1.0
145,5,11,1,0.183,0.835,0,26,8.6,0.033,0,synthetic,1.0
48,12,0,1,0.247,0.847,0,6,0.1,-0.015,0,synthetic,1.0
31,12,17,2,0.049,0.78,0,5,6.3,-0.186,0,synthetic,1.0
93,6,10,1,0.458,0.875,0,83,7.6,-0.094,0,synthetic,1.0
65,1,12,4,0.159,0.903,0,101,2.1,-0.193,0,synthetic,1.0
131,11,15,1,0.151,0.638,0,133,1.8,0.351,0,synthetic,1.0
12,13,16,3,0.296,0.595,0,45,0.9,-0.21,1,synthetic,1.0
549,1,14,4,0.068,0.68,0,58,0.2,-0.021,0,synthetic,1.0
642,8,9,5,0.087,0.74,1,72,5.5,-0.627,1,synthetic,1.0
179,2,22,1,0.277,0.742,0,43,0.3,-0.206,1,synthetic,1.0
115,9,13,0,0.269,0.663,0,16,11.6,0.19,0,synthetic,1.0
55,35,5,5,0.429,0.746,0,6,1.4,0.142,1,synthetic,1.0
252,1,11,5,0.067,0.756,0,10,6.3,0.131,0,synthetic,1.0
173,13,4,6,0.52,0.926,0,73,0.2,-0.009,1,synthetic,1.0
26,5,12,3,0.256,0.89,0,47,3.1,0.076,0,synthetic,1.0
362,21,9,2,0.191,0.801,0,24,1.7,0.433,0,synthetic,1.0
259,3,15,2,0.228,0.737,0,1,0.1,-0.277,1,synthetic,1.0
448,11,12,4,0.574,0.766,0,12,4.3,0.368,1,synthetic,1.0
194,1,18,1,0.251,0.721,0,52,11.5,-0.265,1,synthetic,1.0
142,2,14,1,0.348,0.955,0,28,0.0,0.091,0,synthetic,1.0
81,1,10,5,0.097,0.802,0,22,1.3,-0.257,0,synthetic,1.0
404,22,13,0,0.182,0.87,0,15,4.9,0.254,0,synthetic,1.0
301,10,13,3,0.412,0.786,0,37,8.2,-0.386,0,synthetic,1.0
6,11,14,3,0.146,0.951,0,135,0.8,-0.301,0,synthetic,1.0
4,16,11,4,0.425,0.838,0,92,0.3,-0.034,0,synthetic,1.0
70,1,12,6,0.207,0.663,0,1,0.0,-0.236,1,synthetic,1.0
249,2,9,0,0.605,0.655,0,26,1.0,-0.213,1,synthetic,1.0
654,1,17,4,0.57,0.948,0,15,0.3,-0.035,1,synthetic,1.0
24,1,9,1,0.37,0.481,1,28,1.8,-0.375,1,synthetic,1.0
135,1,5,0,0.101,0.697,0,37,2.3,0.038,0,synthetic,1.0
71,3,16,3,0.049,0.832,1,8,2.6,0.11,0,synthetic,1.0
525,1,15,5,0.086,0.879,0,60,0.6,-0.472,0,synthetic,1.0
276,1,9,2,0.148,0.707,0,25,2.5,0.073,0,synthetic,1.0
273,1,9,3,0.448,0.823,0,193,0.0,0.061,0,synthetic,1.0
94,1,9,5,0.131,0.675,0,1,1.1,0.131,0,synthetic,1.0
80,21,15,4,0.323,0.785,0,8,1.8,0.035,1,synthetic,1.0
47,8,17,6,0.207,0.871,0,46,0.5,0.106,1,synthetic,1.0
8,20,13,2,0.331,0.694,1,47,6.7,0.105,1,synthetic,1.0
300,3,13,4,0.242,0.626,0,34,0.9,0.074,1,synthetic,1.0
251,1,12,0,0.191,0.775,0,142,5.6,0.112,0,synthetic,1.0
1225,9,9,6,0.055,0.772,0,21,2.6,0.462,0,synthetic,1.0
854,2,10,1,0.224,0.729,0,21,2.6,0.393,1,synthetic,1.0
121,2,17,6,0.302,0.767,0,96,4.1,-0.034,1,synthetic,1.0
219,1,9,1,0.222,0.719,1,30,0.2,-0.187,1,synthetic,1.0
434,1,16,0,0.101,0.855,0,17,0.3,0.381,1,synthetic,1.0
284,1,6,6,0.172,0.503,0,50,1.6,0.687,1,synthetic,1.0
42,2,20,4,0.552,0.915,0,38,2.2,-0.008,0,synthetic,1.0
89,6,17,2,0.287,0.932,0,14,2.2,0.15,0,synthetic,1.0
20,1,9,4,0.234,0.842,0,14,4.5,-0.098,0,synthetic,1.0
462,1,12,0,0.109,0.825,0,20,0.0,0.159,0,synthetic,1.0
139,9,10,3,0.39,0.963,0,2,12.8,-0.595,0,synthetic,1.0
38,1,9,2,0.406,0.901,0,114,0.8,-0.157,0,synthetic,1.0
167,2,9,1,0.471,0.935,1,8,1.1,0.217,1,synthetic,1.0
144,11,13,4,0.251,0.904,0,8,9.4,-0.262,0,synthetic,1.0
66,1,7,2,0.639,0.747,0,41,0.0,0.166,0,synthetic,1.0
18,1,3,1,0.398,0.935,0,51,19.0,0.156,0,synthetic,1.0
167,3,11,2,0.186,0.759,0,53,0.1,0.174,0,synthetic,1.0
110,2,9,2,0.14,0.884,0,18,0.5,-0.152,0,synthetic,1.0
221,4,13,0,0.208,0.706,0,82,1.1,0.23,1,synthetic,1.0
110,9,16,1,0.235,0.778,0,31,2.3,0.555,1,synthetic,1.0
286,1,14,6,0.158,0.862,0,23,2.9,-0.147,0,synthetic,1.0
120,5,17,5,0.464,0.82,0,66,0.4,-0.201,0,synthetic,1.0
123,4,17,2,0.142,0.671,0,11,0.3,-0.051,0,synthetic,1.0
313,1,6,0,0.295,0.665,0,78,0.1,0.083,1,synthetic,1.0
77,5,13,0,0.426,0.97,0,30,1.2,-0.309,0,synthetic,1.0
21,1,9,3,0.219,0.584,0,92,10.2,-0.136,1,synthetic,1.0
4,4,3,5,0.273,0.758,0,9,2.0,0.437,1,synthetic,1.0
211,1,1,4,0.497,0.936,0,109,5.8,0.341,1,synthetic,1.0
145,3,8,4,0.062,0.899,0,46,0.8,-0.297,0,synthetic,1.0
182,2,23,6,0.151,0.921,0,38,0.3,0.56,0,synthetic,1.0
35,10,12,4,0.45,0.724,0,21,3.2,-0.129,1,synthetic,1.0
21,1,16,4,0.034,0.84,0,125,6.9,0.101,0,synthetic,1.0
2,3,10,5,0.419,0.808,0,23,9.1,0.013,0,synthetic,1.0
64,3,9,0,0.699,0.93,0,27,3.2,0.276,0,synthetic,1.0
133,7,17,2,0.051,0.66,0,60,1.4,-0.343,0,synthetic,1.0
74,5,6,0,0.138,0.706,0,13,0.5,-0.158,0,synthetic,1.0
86,6,15,4,0.483,0.767,0,13,4.4,-0.275,0,synthetic,1.0
351,9,3,5,0.173,0.898,0,59,1.3,-0.317,0,synthetic,1.0
64,11,12,4,0.203,0.889,0,5,7.4,-0.223,1,synthetic,1.0
108,2,11,4,0.372,0.622,0,69,3.7,-0.251,1,synthetic,1.0
229,4,16,3,0.245,0.87,1,39,7.8,0.192,1,synthetic,1.0
75,10,17,5,0.151,0.803,0,30,3.3,-0.116,0,synthetic,1.0
145,27,12,3,0.215,0.901,0,10,5.9,-0.076,0,synthetic,1.0
297,13,12,2,0.085,0.75,0,61,1.4,-0.551,0,synthetic,1.0
447,2,11,0,0.048,0.595,0,65,2.8,0.296,1,synthetic,1.0
23,1,16,2,0.285,0.929,0,26,0.1,-0.514,0,synthetic,1.0
391,4,15,4,0.194,0.791,0,19,3.7,0.029,1,synthetic,1.0
101,8,10,0,0.065,0.972,0,11,3.1,0.399,0,synthetic,1.0
44,4,10,4,0.148,0.78,1,56,5.6,0.461,0,synthetic,1.0
92,3,14,3,0.12,0.829,0,40,5.2,-0.415,0,synthetic,1.0
587,10,16,3,0.432,0.785,1,9,4.0,-0.054,1,synthetic,1.0
101,2,12,1,0.088,0.971,0,63,0.2,0.231,0,synthetic,1.0
59,11,15,2,0.396,0.677,0,85,9.3,-0.122,1,synthetic,1.0
150,3,17,2,0.196,0.752,0,2,0.1,0.324,0,synthetic,1.0
41,2,16,2,0.24,0.725,0,59,6.5,-0.611,1,synthetic,1.0
11,3,17,4,0.324,0.722,0,76,2.6,0.046,1,synthetic,1.0
20,8,10,5,0.181,0.827,0,190,6.8,0.135,0,synthetic,1.0
20,1,10,1,0.546,0.866,0,10,2.5,-0.344,0,synthetic,1.0
24,1,16,1,0.197,0.95,0,18,4.2,0.24,0,synthetic,1.0
22,18,6,3,0.257,0.735,0,135,1.8,-0.307,0,synthetic,1.0
153,1,15,3,0.097,0.733,0,3,5.4,0.487,0,synthetic,1.0
30,5,10,5,0.355,0.609,0,29,1.2,-0.097,1,synthetic,1.0
63,5,13,4,0.06,0.9,0,28,5.1,-0.048,0,synthetic,1.0
340,4,12,3,0.229,0.658,1,37,0.9,-0.31,1,synthetic,1.0
96,6,9,4,0.195,0.691,0,16,5.1,-0.105,0,synthetic,1.0
165,1,12,4,0.189,0.966,0,104,1.4,-0.212,0,synthetic,1.0
28,4,11,4,0.324,0.941,0,12,1.3,0.091,0,synthetic,1.0
32,2,16,1,0.44,0.763,0,41,6.7,0.078,0,synthetic,1.0
6,6,9,3,0.014,0.649,0,27,6.7,-0.026,0,synthetic,1.0
27,1,17,1,0.288,0.834,1,12,4.7,0.051,1,synthetic,1.0
48,5,19,2,0.377,0.848,0,8,10.3,-0.328,0,synthetic,1.0
29,1,6,3,0.106,0.923,0,125,0.7,-0.31,0,synthetic,1.0
13,1,16,1,0.265,0.898,0,32,1.3,0.362,0,synthetic,1.0
19,1,11,0,0.17,0.834,0,37,1.4,-0.224,0,synthetic,1.0
92,1,10,3,0.457,0.802,0,61,1.5,0.089,0,synthetic,1.0
34,10,11,4,0.173,0.755,0,3,1.6,-0.691,0,synthetic,1.0
67,2,8,4,0.307,0.724,0,50,4.8,0.128,0,synthetic,1.0
105,15,11,5,0.266,0.784,0,7,1.3,0.349,0,synthetic,1.0
175,21,5,4,0.315,0.907,1,53,1.3,0.036,1,synthetic,1.0
6,5,9,2,0.344,0.847,0,6,3.4,0.051,0,synthetic,1.0
240,1,11,1,0.273,0.864,0,71,0.9,0.47,0,synthetic,1.0
148,2,15,6,0.317,0.888,0,45,1.8,0.085,0,synthetic,1.0
12,9,6,4,0.408,0.785,0,19,0.2,-0.205,0,synthetic,1.0
310,2,9,2,0.329,0.901,0,17,12.2,-0.132,0,synthetic,1.0
380,1,17,0,0.446,0.556,0,6,1.5,-0.182,1,synthetic,1.0
9,4,3,6,0.084,0.709,0,93,7.6,0.292,0,synthetic,1.0
48,11,6,4,0.332,0.582,0,5,3.0,0.387,1,synthetic,1.0
246,9,9,4,0.15,0.679,0,25,1.0,0.32,0,synthetic,1.0
206,1,12,5,0.409,0.918,0,10,0.9,-0.219,1,synthetic,1.0
30,6,14,5,0.119,0.862,1,224,4.7,0.022,1,synthetic,1.0
35,1,12,5,0.484,0.696,0,35,13.4,0.21,1,synthetic,1.0
69,1,13,1,0.283,0.944,0,6,0.8,-0.35,0,synthetic,1.0
99,12,17,5,0.494,0.909,0,44,0.5,0.273,1,synthetic,1.0
144,1,17,1,0.551,0.843,0,191,2.0,0.255,0,synthetic,1.0
69,1,13,4,0.238,0.727,0,37,2.0,0.18,1,synthetic,1.0
93,1,7,4,0.226,0.823,0,24,6.6,0.246,0,synthetic,1.0
206,12,9,3,0.32,0.871,0,13,2.5,-0.025,0,synthetic,1.0
5,9,17,4,0.263,0.853,0,3,0.3,-0.251,1,synthetic,1.0
43,5,17,2,0.265,0.782,0,10,10.1,0.351,0,synthetic,1.0
187,8,15,1,0.416,0.754,0,32,1.9,0.014,0,synthetic,1.0
338,1,3,1,0.434,0.766,0,56,4.4,-0.157,1,synthetic,1.0
107,3,11,4,0.098,0.937,0,84,4.4,0.039,0,synthetic,1.0
113,2,15,1,0.467,0.634,0,63,0.2,0.036,0,synthetic,1.0
17,1,13,3,0.028,0.888,0,5,0.0,-0.139,0,synthetic,1.0
88,3,17,2,0.16,0.694,0,59,0.4,0.163,0,synthetic,1.0
114,15,12,3,0.316,0.939,0,34,12.5,0.575,0,synthetic,1.0
41,1,17,0,0.118,0.66,0,25,6.3,-0.373,0,synthetic,1.0
47,2,10,4,0.298,0.936,0,34,0.6,-0.366,0,synthetic,1.0
71,1,12,2,0.426,0.663,0,1,3.8,0.371,1,synthetic,1.0
3,1,13,4,0.471,0.695,0,2,3.8,0.237,1,synthetic,1.0
58,14,15,4,0.256,0.867,0,29,0.0,0.501,0,synthetic,1.0
35,3,5,5,0.283,0.597,0,7,2.2,0.567,1,synthetic,1.0
59,3,12,2,0.573,0.605,0,31,5.0,0.232,0,synthetic,1.0
19,8,23,0,0.133,0.895,1,17,0.8,-0.344,1,synthetic,1.0
331,1,9,6,0.288,0.832,0,95,7.6,0.107,1,synthetic,1.0
135,4,20,3,0.173,0.852,0,119,4.3,-0.104,0,synthetic,1.0
170,3,23,6,0.34,0.86,0,156,0.0,0.151,1,synthetic,1.0
233,5,17,1,0.685,0.775,0,91,7.7,-0.219,1,synthetic,1.0
103,46,9,4,0.178,0.814,0,170,0.1,0.166,0,synthetic,1.0
13,8,9,0,0.37,0.928,0,48,8.8,0.221,0,synthetic,1.0
115,3,16,4,0.321,0.987,0,129,1.6,0.09,1,synthetic,1.0
132,10,14,1,0.159,0.724,0,41,4.8,0.131,0,synthetic,1.0
205,1,11,4,0.583,0.633,0,66,6.2,0.225,1,synthetic,1.0
84,1,13,4,0.344,0.875,0,5,1.3,-0.221,1,synthetic,1.0
20,1,11,0,0.196,0.77,0,45,1.8,0.098,0,synthetic,1.0
50,2,14,3,0.252,0.914,0,107,2.8,-0.018,0,synthetic,1.0
67,4,13,2,0.1,0.939,0,31,3.5,0.342,0,synthetic,1.0
155,5,12,3,0.377,0.684,0,8,1.4,0.242,1,synthetic,1.0
126,14,14,1,0.38,0.872,0,29,19.5,-0.166,0,synthetic,1.0
66,4,10,3,0.305,0.768,0,49,5.3,0.217,0,synthetic,1.0
645,4,11,0,0.27,0.941,0,58,1.3,0.421,1,synthetic,1.0
139,1,10,1,0.393,0.649,0,29,4.1,0.127,1,synthetic,1.0
40,1,11,2,0.531,0.883,0,9,2.3,-0.092,0,synthetic,1.0
16,4,18,2,0.458,0.915,0,104,7.9,-0.319,1,synthetic,1.0
24,3,11,4,0.059,0.78,0,59,1.6,-0.59,0,synthetic,1.0
42,10,9,3,0.103,0.924,0,12,0.8,0.336,0,synthetic,1.0
26,1,23,3,0.265,0.849,0,66,0.2,-0.405,0,synthetic,1.0
30,1,11,4,0.356,0.814,0,17,16.6,-0.305,0,synthetic,1.0
50,3,13,4,0.35,0.966,0,14,1.8,0.031,0,synthetic,1.0
28,1,9,0,0.292,0.979,0,79,1.0,0.094,0,synthetic,1.0
340,1,15,2,0.179,0.969,0,82,2.7,0.441,0,synthetic,1.0
12,7,16,4,0.264,0.83,0,20,1.4,0.111,1,synthetic,1.0
111,1,11,2,0.26,0.977,0,1,1.1,-0.08,0,synthetic,1.0
79,5,10,0,0.184,0.963,0,8,3.8,-0.08,0,synthetic,1.0
605,1,16,4,0.028,0.932,0,96,0.3,-0.455,1,synthetic,1.0
17,1,16,1,0.114,0.679,0,91,2.8,0.432,1,synthetic,1.0
76,2,16,3,0.351,0.868,0,24,2.0,0.266,0,synthetic,1.0
523,9,14,3,0.213,0.774,0,14,3.0,0.083,1,synthetic,1.0
300,2,6,1,0.21,0.853,0,14,1.5,0.43,0,synthetic,1.0
254,8,15,2,0.556,0.624,0,90,3.4,0.323,1,synthetic,1.0
44,1,14,4,0.34,0.773,0,15,0.3,0.162,1,synthetic,1.0
28,8,8,4,0.114,0.784,0,28,1.9,-0.01,0,synthetic,1.0
165,1,14,3,0.079,0.869,0,52,1.1,0.011,0,synthetic,1.0
397,6,11,1,0.366,0.823,0,9,2.3,-0.444,1,synthetic,1.0
122,5,20,6,0.142,0.618,0,11,2.0,0.322,0,synthetic,1.0
127,15,12,4,0.075,0.992,0,17,4.0,-0.059,0,synthetic,1.0
49,2,9,1,0.256,0.979,0,42,4.0,0.32,0,synthetic,1.0
220,1,10,2,0.216,0.689,0,68,2.1,0.22,1,synthetic,1.0
31,1,16,3,0.457,0.88,0,31,0.8,0.03,0,synthetic,1.0
58,10,21,3,0.328,0.896,1,5,3.5,0.252,1,synthetic,1.0
83,4,6,4,0.293,0.842,0,23,13.6,-0.234,0,synthetic,1.0
106,8,16,2,0.09,0.737,0,5,0.8,-0.442,0,synthetic,1.0
41,1,17,4,0.541,0.783,0,3,0.3,-0.045,1,synthetic,1.0
18,2,9,4,0.436,0.792,0,35,1.2,0.131,1,synthetic,1.0
141,1,15,2,0.689,0.866,0,125,2.1,0.258,0,synthetic,1.0
51,19,11,6,0.431,0.73,0,72,1.5,0.028,1,synthetic,1.0
130,6,9,0,0.253,0.862,0,59,7.2,-0.27,0,synthetic,1.0
25,16,17,2,0.177,0.914,0,51,2.7,0.391,0,synthetic,1.0
98,1,9,4,0.391,0.942,0,90,1.1,-0.107,0,synthetic,1.0
114,5,13,3,0.431,0.729,0,55,12.0,0.116,0,synthetic,1.0
7,6,4,0,0.062,0.65,0,39,0.5,0.151,0,synthetic,1.0
